213,
192,182,
139,184,
107,161,
88,163,
14,61,
75,106,
83,23,
202,37,
10,81,
175,20,
108,20,
32,140,
71,124,
70,11,
152,209,
67,151,
167,8,
170,156,
43,26,
128,168,
41,82,
180,161,
33,19,
71,17,
2,63,
6,37,
132,61,
167,36,
57,80,
116,103,
43,67,
33,23,
134,129,
90,73,
8,136,
143,2,
113,61,
12,203,
149,30,
35,54,
19,59,
7,129,
198,82,
143,123,
127,184,
198,81,
68,73,
76,102,
168,138,
91,106,
126,0,
182,144,
76,125,
114,111,
17,195,
108,63,
16,121,
108,89,
66,212,
6,60,
59,126,
95,180,
122,66,
136,32,
114,77,
161,73,
136,135,
137,77,
49,73,
83,159,
66,184,
175,24,
165,141,
16,103,
122,71,
32,109,
4,16,
140,133,
33,84,
72,200,
25,105,
26,53,
61,181,
88,91,
92,73,
52,209,
147,63,
140,114,
107,148,
173,122,
95,194,
6,105,
162,155,
155,134,
15,29,
71,129,
16,124,
48,73,
37,117,
60,195,
43,77,
45,158,
57,162,
63,200,
34,80,
175,11,
120,95,
205,3,
64,192,
112,15,
116,84,
11,16,
104,24,
73,162,
168,141,
99,47,
180,40,
184,53,
175,86,
153,20,
160,73,
180,125,
41,152,
26,20,
194,53,
6,125,
50,43,
91,153,
166,152,
61,47,
190,208,
81,113,
21,55,
55,184,
124,77,
156,151,
23,76,
15,35,
132,89,
206,197,
157,139,
95,36,
114,41,
62,96,
130,41,
28,62,
6,3,
19,99,
86,25,
98,204,
89,130,
36,53,
99,123,
28,23,
53,37,
116,74,
54,195,
6,77,
6,45,
10,154,
191,126,
141,38,
132,94,
16,199,
26,17,
53,124,
170,24,
108,104,
3,53,
95,127,
85,83,
116,149,
179,84,
107,67,
122,117,
135,88,
12,116,
0,80,
15,0,
75,12,
71,36,
10,126,
50,98,
140,150,
60,100,
117,129,
110,70,
166,105,
59,131,
6,114,
36,41,
190,207,
1,60,
147,111,
27,6,
84,37,
165,61,
59,38,
9,15,
66,166,
119,110,
14,83,
199,80,
57,14,
64,10,
88,179,
136,152,
140,192,
106,93,
146,130,
118,141,
157,12,
75,143,
100,57,
31,2,
143,167,
76,111,
77,194,
27,36,
147,27,
70,115,
142,66,
36,132,
91,12,
106,24,
29,2,
25,144,
45,149,
76,141,
63,37,
125,11,
113,86,
85,20,
36,75,
5,44,
41,34,
49,93,
23,26,
73,128,
36,11,
97,19,
55,145,
60,170,
153,82,
82,162,
66,15,
199,36,
95,5,
70,82,
68,179,
71,43,
76,168,
71,133,
83,10,
170,34,
114,154,
7,168,
78,170,
3,190,
28,88,
167,80,
170,125,
61,94,
148,20,
100,24,
56,100,
161,179,
57,147,
144,126,
57,27,
105,97,
72,61,
159,24,
29,182,
40,10,
26,66,
117,162,
63,89,
194,93,
47,94,
86,132,
173,139,
128,149,
57,22,
100,33,
22,116,
34,2,
146,140,
179,61,
86,192,
109,64,
141,161,
170,195,
64,194,
112,34,
8,93,
140,63,
23,32,
78,33,
41,67,
40,55,
26,130,
105,6,
36,44,
63,180,
99,15,
141,155,
71,145,
16,122,
167,76,
128,3,
185,12,
52,2,
37,57,
47,88,
69,30,
204,57,
4,186,
110,11,
118,37,
159,29,
156,44,
47,93,
89,142,
16,192,
63,17,
17,96,
74,180,
17,194,
169,40,
100,170,
146,59,
18,9,
80,84,
100,192,
101,66,
35,55,
98,146,
63,163,
156,63,
148,89,
40,20,
55,66,
179,173,
38,45,
118,64,
169,72,
65,57,
6,126,
5,71,
146,83,
95,6,
63,185,
107,26,
90,148,
88,19,
159,116,
72,180,
29,104,
57,136,
28,64,
105,71,
168,5,
27,8,
37,74,
17,41,
7,17,
136,154,
143,72,
0,100,
110,60,
125,140,
88,148,
157,24,
64,30,
15,73,
64,39,
179,33,
19,21,
93,66,
55,118,
185,80,
84,108,
10,47,
38,160,
24,140,
45,80,
105,96,
28,186,
95,9,
82,158,
147,53,
53,3,
159,51,
107,16,
168,111,
10,80,
70,52,
133,47,
99,4,
114,113,
64,86,
108,25,
53,105,
77,2,
5,41,
139,122,
116,88,
106,117,
7,194,
11,5,
14,74,
159,65,
24,170,
114,49,
28,78,
59,83,
65,67,
66,57,
11,154,
108,160,
84,47,
117,160,
16,58,
138,113,
16,102,
20,19,
86,124,
73,131,
142,184,
102,161,
61,184,
134,11,
52,202,
129,67,
109,84,
114,21,
116,61,
141,51,
62,1,
59,193,
105,102,
85,165,
128,131,
38,20,
114,176,
148,59,
159,26,
61,119,
6,55,
85,117,
29,176,
51,118,
104,186,
139,98,
4,88,
122,110,
114,112,
25,110,
90,126,
86,139,
114,141,
22,141,
18,87,
47,148,
127,16,
186,8,
34,170,
130,170,
108,87,
165,54,
35,139,
118,63,
99,33,
185,32,
14,60,
165,32,
113,160,
1,194,
10,128,
139,100,
23,36,
113,141,
3,6,
82,130,
40,155,
179,134,
59,73,
4,141,
169,145,
159,157,
156,175,
155,160,
68,167,
57,75,
141,170,
49,126,
16,105,
142,194,
112,65,
93,194,
118,129,
118,84,
128,57,
100,139,
6,110,
36,129,
21,10,
68,130,
180,0,
65,59,
92,126,
108,84,
129,64,
91,30,
36,194,
70,104,
166,162,
130,86,
18,39,
38,140,
126,39,
95,139,
26,64,
130,125,
67,6,
129,152,
121,102,
170,193,
115,43,
143,194,
68,66,
34,54,
37,102,
170,25,
113,155,
185,198,
23,18,
21,167,
39,34,
99,101,
37,146,
80,121,
140,180,
63,176,
115,80,
64,96,
160,139,
77,24,
31,170,
80,164,
133,35,
67,35,
128,156,
180,109,
180,100,
22,45,
113,111,
19,64,
159,114,
114,135,
185,131,
71,99,
47,135,
100,126,
131,7,
111,11,
57,108,
60,17,
100,114,
3,138,
107,74,
98,187,
111,7,
147,117,
103,148,
81,63,
153,117,
100,45,
15,87,
6,170,
21,151,
105,59,
76,113,
16,108,
15,160,
47,24,
109,184,
117,93,
25,45,
53,152,
135,199,
38,125,
133,65,
71,31,
49,41,
32,83,
127,18,
23,25,
168,182,
36,69,
141,154,
119,73,
135,35,
136,80,
45,113,
185,140,
99,41,
98,34,
170,128,
61,33,
4,72,
161,82,
10,174,
82,17,
99,189,
114,186,
200,64,
82,72,
82,151,
116,167,
169,100,
43,39,
169,65,
80,133,
76,131,
100,40,
187,98,
169,29,
95,142,
132,99,
168,165,
61,66,
105,44,
140,5,
186,110,
45,193,
170,138,
70,185,
169,136,
127,94,
159,117,
161,64,
128,108,
129,99,
5,11,
63,90,
77,54,
73,161,
168,127,
129,58,
36,195,
165,113,
170,114,
10,124,
18,10,
111,97,
36,165,
10,90,
57,54,
72,44,
8,122,
10,148,
82,94,
139,168,
65,180,
23,184,
98,136,
37,16,
84,131,
120,21,
98,50,
30,93,
136,60,
157,94,
149,5,
27,181,
175,126,
116,98,
90,170,
50,175,
114,74,
57,88,
199,5,
122,133,
72,6,
173,180,
114,57,
86,91,
165,2,
102,126,
6,122,
126,58,
45,127,
56,85,
156,160,
82,53,
14,208,
100,167,
135,129,
120,49,
1,36,
103,67,
44,118,
121,76,
21,124,
25,53,
143,148,
10,95,
95,86,
173,71,
59,41,
82,160,
182,197,
66,44,
62,8,
34,160,
144,197,
105,13,
129,115,
111,175,
98,160,
72,91,
41,89,
108,176,
91,116,
199,150,
131,53,
50,80,
86,28,
98,81,
77,16,
160,135,
6,54,
94,100,
76,22,
140,24,
55,140,
18,63,
11,78,
82,20,
90,24,
89,62,
95,161,
12,171,
45,115,
62,135,
116,193,
185,128,
103,39,
82,110,
75,77,
166,159,
141,24,
88,60,
18,23,
175,136,
28,127,
140,130,
52,30,
118,75,
133,21,
139,200,
95,195,
153,66,
52,5,
185,168,
168,21,
63,168,
73,179,
45,151,
85,75,
140,206,
113,126,
64,157,
184,55,
128,76,
28,135,
104,194,
140,160,
120,24,
64,152,
168,112,
8,91,
21,132,
5,159,
67,85,
104,37,
199,11,
21,100,
11,26,
98,15,
28,76,
145,131,
153,182,
1,83,
147,152,
141,6,
3,4,
105,166,
104,164,
64,174,
113,128,
74,75,
89,39,
101,170,
100,105,
107,27,
63,127,
62,9,
160,102,
138,2,
99,193,
110,28,
193,53,
170,14,
148,129,
27,76,
37,72,
52,102,
4,26,
128,48,
143,54,
90,34,
57,25,
16,149,
195,94,
55,57,
100,156,
95,27,
28,77,
109,61,
8,161,
3,100,
12,151,
185,3,
17,48,
53,168,
160,78,
170,20,
59,135,
48,180,
182,25,
83,106,
76,35,
89,22,
4,19,
166,10,
83,54,
179,126,
160,67,
57,113,
202,135,
111,17,
12,73,
33,118,
82,103,
145,37,
77,119,
24,55,
50,82,
99,61,
25,153,
54,0,
91,71,
132,139,
120,156,
6,20,
39,78,
64,63,
128,71,
62,99,
82,85,
2,139,
15,33,
104,96,
29,97,
95,131,
133,57,
67,57,
22,35,
168,135,
125,71,
155,11,
80,65,
60,116,
8,180,
136,14,
112,20,
180,93,
77,13,
173,31,
131,80,
71,73,
66,143,
85,155,
73,21,
168,90,
64,20,
155,146,
83,194,
58,55,
187,104,
47,8,
17,87,
102,123,
60,121,
89,21,
88,77,
127,130,
128,21,
179,201,
11,183,
140,41,
37,160,
162,57,
53,55,
5,62,
95,136,
156,52,
5,117,
22,31,
137,173,
184,64,
52,156,
90,117,
121,71,
18,122,
187,133,
179,89,
133,168,
132,170,
37,6,
4,114,
67,117,
156,22,
88,122,
14,142,
18,127,
9,122,
148,80,
81,36,
108,21,
91,102,
31,75,
85,53,
82,152,
142,36,
12,152,
190,197,
173,147,
10,134,
148,136,
0,96,
89,45,
138,93,
61,126,
108,93,
64,88,
135,54,
136,88,
98,184,
83,72,
159,93,
10,16,
203,183,
156,186,
107,78,
134,155,
22,63,
86,6,
73,126,
104,163,
114,166,
155,20,
74,142,
4,32,
145,148,
10,102,
197,158,
28,118,
102,24,
3,117,
0,94,
153,57,
145,115,
119,105,
60,99,
64,130,
98,138,
204,59,
130,35,
140,168,
160,9,
109,175,
142,106,
11,62,
83,67,
49,8,
118,96,
85,45,
28,90,
110,185,
10,88,
91,28,
78,129,
41,160,
67,155,
199,115,
99,100,
106,98,
20,58,
153,170,
45,31,
118,58,
14,86,
91,104,
104,25,
54,163,
107,93,
165,25,
91,97,
20,150,
140,161,
82,192,
140,94,
64,71,
11,60,
0,39,
127,47,
145,10,
23,86,
185,16,
102,76,
111,155,
162,165,
137,82,
83,154,
80,143,
75,21,
102,115,
130,11,
76,9,
17,38,
162,1,
61,145,
68,46,
112,98,
27,44,
33,11,
122,11,
9,80,
175,54,
129,100,
82,37,
60,2,
15,166,
69,71,
59,34,
9,47,
27,61,
2,165,
126,80,
5,107,
182,17,
10,87,
78,73,
36,94,
113,11,
159,195,
110,155,
104,160,
145,71,
80,115,
105,15,
114,8,
73,98,
113,77,
55,79,
29,202,
152,203,
89,170,
36,176,
115,96,
83,192,
118,163,
104,152,
116,194,
39,65,
139,176,
100,11,
29,37,
70,130,
77,88,
142,8,
22,74,
132,156,
6,116,
5,102,
80,132,
72,33,
77,22,
67,90,
45,65,
85,49,
36,134,
17,127,
109,59,
12,163,
76,206,
9,10,
169,134,
142,7,
54,170,
155,2,
187,16,
145,180,
77,32,
108,143,
120,115,
44,55,
10,135,
145,202,
48,132,
22,98,
21,200,
29,189,
26,118,
52,162,
80,117,
14,55,
168,47,
91,200,
102,26,
98,130,
8,109,
67,54,
-1
